Genome,Condition
287.6382,Susceptible
287.10427,Susceptible
287.15866,Resistant
287.126,Susceptible
287.16968,Resistant
287.11095,Resistant
287.5738,Susceptible
287.18384,Susceptible
287.17627,Resistant
287.32557,Susceptible
287.17528,Susceptible
287.16546,Resistant
287.33581,Susceptible
287.4331,Susceptible
287.13307,Resistant
287.33709,Susceptible
287.27662,Resistant
287.1021,Resistant
287.26323,Susceptible
287.10161,Resistant
287.4058,Resistant
287.17452,Susceptible
287.5675,Susceptible
287.6992,Susceptible
287.29769,Resistant
287.7864,Susceptible
287.15225,Susceptible
287.18311,Resistant
287.17683,Resistant
287.8965,Resistant
287.9101,Susceptible
287.19431,Susceptible
287.31449,Resistant
287.5969,Resistant
287.4352,Susceptible
287.27639,Resistant
287.16951,Resistant
287.19419,Susceptible
287.33008,Resistant
287.33684,Resistant
287.9576,Resistant
287.14524,Resistant
287.27233,Susceptible
287.1134,Resistant
287.861,Resistant
287.19681,Susceptible
287.29633,Resistant
652611.5,Susceptible
287.17662,Susceptible
287.3413,Susceptible
287.17825,Resistant
287.11924,Resistant
287.31435,Susceptible
1402493.3,Susceptible
287.14381,Susceptible
287.29441,Susceptible
287.31173,Resistant
287.16565,Susceptible
287.26518,Resistant
287.14469,Susceptible
287.27641,Resistant
287.24528,Susceptible
287.17474,Resistant
287.10641,Susceptible
287.24558,Susceptible
287.6517,Susceptible
287.32623,Resistant
287.3888,Resistant
287.1957,Susceptible
287.14804,Susceptible
287.1159,Resistant
287.14419,Susceptible
287.30309,Resistant
287.12728,Resistant
287.5756,Susceptible
287.11171,Susceptible
287.1158,Resistant
287.31209,Susceptible
287.27689,Susceptible
287.941,Susceptible
287.18077,Resistant
1402516.3,Susceptible
287.12747,Resistant
287.1657,Susceptible
287.4315,Susceptible
287.24689,Susceptible
287.27087,Resistant
287.5711,Susceptible
287.3172,Resistant
287.7074,Susceptible
287.735,Resistant
287.17591,Susceptible
287.27193,Resistant
287.6957,Susceptible
287.7834,Susceptible
287.5662,Resistant
287.18427,Susceptible
287.19671,Susceptible
287.6331,Susceptible
287.24748,Resistant
287.9575,Resistant
287.26082,Susceptible
287.17664,Susceptible
287.8995,Resistant
287.7773,Resistant
287.4463,Susceptible
287.27783,Resistant
287.9312,Resistant
287.24719,Resistant
287.9818,Susceptible
287.19207,Susceptible
287.12592,Resistant
287.6912,Susceptible
287.16599,Resistant
287.9328,Susceptible
287.4358,Resistant
287.918,Resistant
287.6919,Susceptible
287.11115,Resistant
287.9847,Resistant
287.26556,Resistant
287.16545,Resistant
287.12499,Resistant
287.34415,Susceptible
287.18065,Susceptible
287.30247,Susceptible
287.9475,Susceptible
287.12518,Resistant
287.29419,Resistant
287.3028,Resistant
287.10055,Susceptible
287.9791,Resistant
287.341,Susceptible
287.31441,Resistant
287.7789,Susceptible
287.19643,Susceptible
287.29237,Resistant
287.18602,Susceptible
287.7695,Susceptible
287.12446,Resistant
287.9433,Resistant
287.10295,Susceptible
287.9147,Resistant
287.9797,Susceptible
287.14783,Resistant
287.34294,Susceptible
287.9526,Resistant
287.29407,Resistant
287.9246,Susceptible
287.7821,Susceptible
287.31621,Resistant
287.24755,Resistant
287.29387,Resistant
287.17594,Resistant
287.16549,Susceptible
287.909,Resistant
287.7582,Susceptible
287.10635,Susceptible
287.9228,Susceptible
287.13311,Resistant
287.12497,Susceptible
287.9389,Resistant
287.8528,Resistant
287.33727,Susceptible
287.26093,Susceptible
287.17865,Susceptible
287.12014,Resistant
287.9253,Susceptible
287.8376,Susceptible
287.19662,Resistant
287.6949,Susceptible
287.4384,Susceptible
287.29411,Resistant
287.16974,Resistant
287.7925,Susceptible
287.11748,Susceptible
287.14051,Resistant
287.26538,Resistant
287.104,Susceptible
287.18099,Susceptible
287.1257,Resistant
287.26043,Susceptible
287.19625,Susceptible
287.10568,Resistant
287.31672,Susceptible
287.17467,Susceptible
287.3891,Resistant
287.16598,Resistant
287.6451,Resistant
287.28424,Susceptible
287.2594,Susceptible
287.11741,Resistant
287.18271,Resistant
287.5695,Susceptible
287.9854,Susceptible
287.4338,Susceptible
287.973,Susceptible
287.11601,Susceptible
287.16607,Resistant
287.34241,Resistant
287.7429,Susceptible
287.10643,Susceptible
287.18654,Susceptible
287.7793,Resistant
287.1127,Resistant
287.15857,Resistant
287.18447,Susceptible
287.33385,Susceptible
287.27197,Resistant
287.27155,Susceptible
287.9143,Susceptible
287.19154,Resistant
287.681,Susceptible
287.7293,Susceptible
287.27699,Susceptible
287.9056,Resistant
287.10026,Resistant
287.13299,Resistant
287.7983,Susceptible
287.12514,Susceptible
287.961,Susceptible
287.25721,Susceptible
287.25886,Susceptible
287.31639,Resistant
1402526.3,Susceptible
1402553.3,Susceptible
287.4553,Resistant
287.19491,Susceptible
287.26548,Susceptible
287.29425,Susceptible
287.7456,Susceptible
287.13856,Susceptible
287.12789,Susceptible
287.25919,Susceptible
287.12454,Resistant
287.14473,Susceptible
287.8395,Resistant
287.9577,Resistant
287.27297,Susceptible
287.9361,Resistant
287.30236,Susceptible
287.29665,Susceptible
287.2777,Resistant
287.33393,Resistant
287.29735,Resistant
287.8886,Resistant
287.3176,Resistant
287.703,Susceptible
287.29782,Susceptible
287.18444,Susceptible
287.9865,Susceptible
287.26312,Resistant
287.27718,Susceptible
287.12759,Resistant
287.17694,Resistant
287.26095,Susceptible
287.7886,Susceptible
287.16615,Resistant
287.25206,Susceptible
287.7421,Susceptible
287.25869,Susceptible
287.29697,Susceptible
287.567,Resistant
287.12799,Susceptible
287.33805,Susceptible
287.8533,Resistant
287.14275,Susceptible
287.16542,Resistant
287.19157,Resistant
287.14048,Susceptible
287.32971,Resistant
287.9034,Resistant
287.7771,Resistant
287.28305,Resistant
287.7626,Susceptible
287.30301,Resistant
287.8509,Resistant
287.18597,Resistant
287.34295,Susceptible
287.9503,Resistant
287.974,Resistant
287.26552,Susceptible
287.9277,Susceptible
287.27191,Resistant
287.7895,Susceptible
287.2834,Resistant
287.11534,Susceptible
287.19182,Susceptible
287.26519,Resistant
287.4382,Susceptible
287.18706,Susceptible
287.17602,Susceptible
287.9098,Susceptible
287.7779,Resistant
287.25779,Susceptible
287.7077,Susceptible
287.27013,Susceptible
287.14505,Susceptible
287.33028,Susceptible
287.24584,Susceptible
287.6461,Susceptible
287.1301,Susceptible
287.12535,Susceptible
287.15911,Susceptible
287.8892,Resistant
287.27092,Resistant
287.28568,Susceptible
287.1201,Susceptible
287.13703,Susceptible
287.12649,Resistant
287.34288,Susceptible
287.24991,Susceptible
287.9802,Susceptible
287.7406,Susceptible
287.687,Susceptible
287.19402,Susceptible
287.7461,Resistant
287.11555,Resistant
287.27074,Susceptible
287.29675,Resistant
287.962,Susceptible
287.32584,Susceptible
287.28395,Susceptible
287.17011,Resistant
287.17516,Resistant
287.19391,Susceptible
287.3142,Resistant
287.13843,Susceptible
287.33386,Susceptible
287.11997,Susceptible
287.31662,Resistant
287.10292,Susceptible
287.92,Resistant
287.6815,Susceptible
287.8517,Susceptible
287.9139,Susceptible
287.10423,Susceptible
287.4397,Susceptible
287.16874,Resistant
287.25246,Resistant
287.29688,Susceptible
287.1066,Susceptible
1447528.3,Susceptible
287.6946,Resistant
287.12707,Resistant
287.25985,Resistant
287.24535,Susceptible
287.9534,Resistant
287.7906,Susceptible
287.27282,Susceptible
287.9436,Susceptible
287.24692,Susceptible
287.1697,Resistant
287.7804,Susceptible
287.3889,Resistant
287.14394,Resistant
287.29709,Susceptible
287.33358,Susceptible
287.18079,Resistant
287.27186,Resistant
287.8933,Susceptible
287.33361,Susceptible
287.26061,Susceptible
287.65,Susceptible
287.13321,Susceptible
287.18449,Resistant
287.12709,Resistant
287.32554,Susceptible
287.33738,Resistant
287.7761,Resistant
287.19538,Susceptible
287.4295,Susceptible
287.27163,Susceptible
287.12746,Resistant
287.7025,Resistant
287.9305,Susceptible
287.17579,Susceptible
287.7841,Susceptible
287.782,Susceptible
287.5973,Susceptible
287.10637,Resistant
287.32613,Susceptible
287.27721,Susceptible
287.781,Susceptible
287.27056,Resistant
287.9355,Susceptible
287.6838,Resistant
287.1194,Susceptible
287.25962,Susceptible
287.9211,Susceptible
287.9232,Susceptible
287.7318,Susceptible
287.4335,Susceptible
287.9403,Resistant
287.14261,Resistant
287.31453,Resistant
287.6923,Susceptible
1402490.3,Resistant
287.24744,Susceptible
287.25858,Susceptible
287.13291,Resistant
287.5686,Resistant
287.7779,Susceptible
287.4102,Susceptible
287.31185,Susceptible
287.3257,Susceptible
287.12849,Susceptible
287.30259,Resistant
287.14062,Resistant
287.34368,Susceptible
652611.49,Susceptible
287.8532,Susceptible
287.19572,Susceptible
287.17445,Resistant
287.26307,Resistant
287.30216,Resistant
287.27273,Susceptible
287.5751,Susceptible
287.9875,Resistant
287.29813,Resistant
287.28404,Susceptible
287.27251,Resistant
1402554.3,Susceptible
287.18138,Susceptible
287.34338,Resistant
287.1014,Resistant
287.10412,Susceptible
287.3903,Resistant
287.9293,Susceptible
287.19471,Susceptible
287.12615,Resistant
287.14738,Resistant
287.4037,Resistant
287.7094,Susceptible
287.25241,Resistant
287.29711,Resistant
287.25947,Susceptible
287.18564,Resistant
287.6925,Resistant
287.29761,Susceptible
287.29666,Susceptible
287.25928,Susceptible
287.9374,Susceptible
287.31443,Resistant
287.18083,Resistant
287.29227,Susceptible
287.15734,Susceptible
287.14276,Susceptible
287.4354,Susceptible
287.6808,Susceptible
287.29402,Susceptible
287.1192,Resistant
287.9284,Susceptible
287.33327,Resistant
287.9438,Resistant
1356855.3,Susceptible
287.25986,Susceptible
287.1031,Susceptible
287.9353,Susceptible
287.33809,Resistant
287.29712,Susceptible
287.696,Resistant
287.7614,Susceptible
287.7838,Resistant
287.11966,Resistant
287.19608,Resistant
287.11162,Susceptible
287.6888,Susceptible
287.29406,Susceptible
287.19494,Susceptible
287.27161,Susceptible
287.2645,Susceptible
287.3158,Susceptible
287.11124,Susceptible
287.9455,Resistant
287.4419,Susceptible
1402525.3,Susceptible
287.33596,Susceptible
287.9142,Susceptible
287.7862,Susceptible
287.9239,Resistant
287.9292,Resistant
287.10564,Susceptible
287.11117,Resistant
287.30272,Resistant
287.18041,Susceptible
287.993,Resistant
287.7892,Susceptible
287.13295,Susceptible
287.31583,Susceptible
287.4401,Susceptible
287.19658,Resistant
287.9845,Resistant
287.16933,Susceptible
287.13706,Susceptible
287.31171,Susceptible
287.12009,Resistant
287.1269,Susceptible
287.1478,Resistant
287.7915,Susceptible
287.33019,Resistant
287.25878,Susceptible
287.9934,Susceptible
1402485.3,Susceptible
287.9871,Susceptible
287.8962,Susceptible
287.29707,Resistant
287.1834,Resistant
287.17848,Resistant
287.27646,Resistant
287.14747,Resistant
287.15235,Resistant
287.25792,Resistant
287.27688,Susceptible
287.32673,Resistant
287.6907,Resistant
287.24734,Resistant
287.901,Susceptible
287.25917,Susceptible
287.3721,Susceptible
287.7818,Susceptible
287.1062,Resistant
287.971,Susceptible
287.31431,Resistant
287.32624,Resistant
287.15251,Resistant
287.17836,Susceptible
1447540.3,Susceptible
287.18419,Resistant
287.26051,Susceptible
287.2578,Resistant
287.3334,Susceptible
287.11531,Susceptible
287.18377,Resistant
287.9354,Susceptible
287.19675,Susceptible
287.18697,Susceptible
287.7017,Resistant
287.3336,Susceptible
287.27204,Resistant
287.8396,Resistant
287.9904,Susceptible
287.32569,Susceptible
287.641,Susceptible
287.14491,Resistant
287.19239,Resistant
287.19555,Resistant
287.31471,Resistant
287.15743,Susceptible
287.8543,Susceptible
287.3926,Resistant
287.32968,Susceptible
287.27762,Resistant
287.7382,Susceptible
287.3366,Resistant
287.13276,Susceptible
287.25181,Susceptible
287.16608,Susceptible
287.9337,Susceptible
287.7349,Susceptible
287.34097,Susceptible
287.9591,Susceptible
287.17545,Resistant
287.31419,Resistant
287.26021,Resistant
287.25747,Susceptible
208964.479,Susceptible
287.1966,Susceptible
287.9009,Resistant
287.34301,Resistant
287.12038,Resistant
287.6497,Susceptible
287.32473,Susceptible
287.11172,Susceptible
287.2714,Susceptible
287.989,Susceptible
287.768,Susceptible
287.18361,Susceptible
287.31728,Resistant
287.12013,Susceptible
287.7998,Susceptible
287.18349,Resistant
287.32507,Resistant
287.25959,Susceptible
287.12055,Resistant
287.1056,Susceptible
287.6896,Susceptible
287.10288,Susceptible
287.16924,Susceptible
287.25749,Susceptible
287.1835,Resistant
287.7829,Susceptible
287.34155,Resistant
287.995,Resistant
287.881,Susceptible
287.16535,Susceptible
287.11929,Susceptible
287.1452,Susceptible
287.1789,Susceptible
287.7046,Resistant
287.19237,Resistant
287.29217,Susceptible
287.576,Susceptible
287.2976,Resistant
287.27714,Susceptible
287.1939,Susceptible
287.9146,Resistant
287.7299,Resistant
287.17435,Resistant
287.432,Susceptible
287.1119,Resistant
287.27235,Resistant
287.17621,Susceptible
287.12043,Susceptible
287.14258,Resistant
287.9514,Resistant
287.1764,Resistant
287.6499,Susceptible
287.9074,Resistant
287.3026,Resistant
287.12838,Resistant
287.6459,Resistant
287.10052,Resistant
287.19524,Susceptible
287.7878,Susceptible
287.1812,Resistant
287.9467,Susceptible
287.30256,Resistant
287.12744,Susceptible
287.17851,Susceptible
287.7633,Susceptible
287.26077,Susceptible
287.18295,Susceptible
287.24764,Susceptible
287.14047,Resistant
287.18471,Resistant
287.31196,Susceptible
287.32553,Resistant
287.19387,Susceptible
287.31619,Susceptible
287.4373,Susceptible
287.26415,Resistant
287.7326,Resistant
287.29423,Resistant
287.11558,Susceptible
287.18074,Susceptible
287.18498,Resistant
287.4319,Susceptible
287.16577,Susceptible
287.33763,Susceptible
287.28345,Resistant
287.25912,Susceptible
287.25874,Susceptible
287.17554,Resistant
287.27753,Susceptible
287.34364,Susceptible
287.17458,Resistant
287.5665,Resistant
287.789,Susceptible
287.33607,Susceptible
287.4455,Susceptible
287.26433,Susceptible
287.33664,Susceptible
287.34111,Susceptible
287.27089,Resistant
287.31389,Susceptible
287.5765,Susceptible
287.1446,Susceptible
287.29406,Susceptible
287.27171,Resistant
287.31391,Resistant
287.27061,Susceptible
287.30317,Resistant
287.1229,Susceptible
287.7899,Susceptible
287.15921,Resistant
287.1191,Susceptible
287.434,Susceptible
287.28416,Susceptible
287.6967,Resistant
287.18409,Resistant
287.18061,Resistant
287.27209,Susceptible
287.31167,Resistant
287.17463,Resistant
287.7442,Susceptible
287.19375,Susceptible
287.9,Susceptible
287.33673,Susceptible
287.1054,Resistant
287.10632,Susceptible
287.1333,Resistant
287.5682,Susceptible
287.7621,Resistant
287.997,Resistant
287.9435,Resistant
287.13319,Resistant
287.7862,Susceptible
287.17563,Resistant
287.16832,Resistant
287.34017,Susceptible
287.6397,Resistant
287.18285,Susceptible
287.14494,Resistant
287.7485,Susceptible
287.18562,Resistant
287.33403,Susceptible
287.1187,Susceptible
287.28338,Resistant
287.33644,Susceptible
287.7689,Susceptible
287.33367,Susceptible
287.28487,Resistant
287.19483,Susceptible
287.28378,Resistant
287.32979,Susceptible
287.31404,Resistant
287.12824,Resistant
287.28372,Resistant
287.12492,Susceptible
287.18546,Resistant
287.28353,Susceptible
287.32661,Resistant
287.25222,Resistant
287.9102,Susceptible
287.886,Susceptible
287.13292,Resistant
287.1217,Susceptible
287.7422,Susceptible
287.14397,Resistant
287.34252,Resistant
287.34019,Susceptible
287.27189,Resistant
287.4447,Resistant
287.29412,Resistant
287.9225,Susceptible
287.9531,Resistant
287.6516,Susceptible
287.6419,Resistant
287.31421,Resistant
287.12633,Resistant
287.12041,Susceptible
287.12743,Resistant
287.18333,Resistant
287.31705,Resistant
287.29786,Resistant
287.7812,Resistant
287.7647,Susceptible
1447530.3,Susceptible
287.12637,Susceptible
287.1439,Susceptible
287.29777,Resistant
287.4421,Susceptible
287.16945,Susceptible
287.33716,Susceptible
287.33622,Resistant
287.6902,Resistant
287.27312,Resistant
287.18263,Resistant
287.18397,Susceptible
287.15226,Resistant
287.25261,Resistant
287.34406,Susceptible
287.16932,Susceptible
287.28476,Resistant
287.15885,Resistant
287.11754,Susceptible
287.12517,Susceptible
287.18607,Susceptible
287.7054,Susceptible
287.1204,Susceptible
287.9523,Susceptible
287.18313,Susceptible
287.17441,Resistant
287.6337,Resistant
287.27303,Susceptible
287.25943,Susceptible
287.27314,Resistant
287.1844,Susceptible
287.4052,Susceptible
287.6423,Susceptible
287.15246,Susceptible
287.30269,Resistant
287.12529,Resistant
287.26456,Resistant
287.18337,Resistant
287.30223,Resistant
287.34282,Susceptible
287.34139,Susceptible
287.27793,Resistant
287.12822,Resistant
287.7842,Resistant
287.7021,Resistant
287.4622,Resistant
287.107,Resistant
287.24721,Resistant
287.18293,Susceptible
287.1239,Resistant
287.31613,Susceptible
287.30225,Resistant
287.26507,Susceptible
287.17826,Resistant
287.12834,Resistant
287.15742,Susceptible
287.18489,Susceptible
287.6794,Susceptible
287.17903,Susceptible
287.16612,Susceptible
287.6883,Susceptible
287.6845,Susceptible
287.28472,Susceptible
287.33693,Resistant
287.15924,Resistant
287.8375,Susceptible
287.15218,Resistant
287.6913,Susceptible
287.34361,Resistant
287.7082,Susceptible
287.1007,Resistant
287.34411,Susceptible
287.958,Resistant
287.25236,Susceptible
287.2609,Susceptible
287.27635,Resistant
287.9789,Resistant
287.27645,Resistant
287.7439,Susceptible
287.12057,Susceptible
287.8028,Resistant
287.19386,Susceptible
287.14791,Resistant
287.7438,Susceptible
287.18053,Resistant
287.8538,Resistant
287.7441,Susceptible
287.17924,Susceptible
287.18096,Susceptible
287.2848,Resistant
287.7815,Resistant
287.32616,Susceptible
287.27782,Resistant
287.33351,Susceptible
287.8389,Resistant
287.17647,Susceptible
287.981,Susceptible
287.1002,Susceptible
287.8942,Susceptible
287.7649,Susceptible
287.19155,Resistant
287.28565,Susceptible
287.26475,Susceptible
287.28461,Resistant
287.14063,Resistant
287.1475,Susceptible
287.19392,Susceptible
287.17902,Resistant
287.11108,Susceptible
287.1242,Susceptible
287.1155,Resistant
287.4406,Susceptible
287.16987,Susceptible
287.4283,Susceptible
287.17485,Susceptible
287.27166,Resistant
287.8975,Resistant
287.16948,Susceptible
287.11552,Susceptible
287.29736,Resistant
287.13297,Resistant
287.31608,Susceptible
287.3122,Susceptible
287.29618,Susceptible
287.7905,Susceptible
287.14792,Susceptible
287.25237,Susceptible
287.31668,Susceptible
287.27768,Resistant
287.7837,Susceptible
287.29431,Susceptible
287.14779,Resistant
287.9605,Resistant
287.19668,Susceptible
287.5974,Susceptible
287.27064,Susceptible
287.10445,Resistant
287.18664,Resistant
287.9453,Resistant
287.4565,Susceptible
652611.62,Susceptible
287.12511,Resistant
287.11949,Susceptible
287.8008,Susceptible
287.31353,Resistant
287.754,Susceptible
287.19692,Susceptible
287.28447,Susceptible
287.7601,Susceptible
287.14427,Susceptible
287.10394,Susceptible
1418236.3,Resistant
287.9442,Resistant
287.16953,Susceptible
287.25979,Susceptible
287.912,Resistant
287.7802,Susceptible
287.5703,Susceptible
287.32603,Resistant
287.24554,Resistant
287.435,Susceptible
287.9158,Susceptible
287.18288,Susceptible
287.16597,Susceptible
287.18352,Susceptible
287.34057,Resistant
287.18032,Susceptible
287.33599,Resistant
287.7073,Susceptible
287.9424,Susceptible
287.9008,Resistant
287.3406,Susceptible
287.31367,Susceptible
287.29229,Susceptible
287.18026,Resistant
287.3266,Resistant
287.33725,Resistant
287.18024,Susceptible
287.1182,Resistant
287.11109,Susceptible
287.16998,Susceptible
287.19618,Susceptible
287.18425,Resistant
287.32593,Susceptible
287.26516,Resistant
287.19617,Susceptible
287.16551,Susceptible
287.18497,Resistant
287.32594,Susceptible
287.9459,Resistant
287.26314,Resistant
287.27195,Susceptible
287.31402,Resistant
287.32625,Resistant
287.34153,Resistant
287.18391,Resistant
287.28367,Resistant
287.7688,Susceptible
287.9935,Resistant
287.12539,Susceptible
287.1044,Susceptible
287.24591,Susceptible
287.19447,Susceptible
287.9345,Susceptible
287.9198,Resistant
287.34325,Susceptible
287.802,Susceptible
287.9213,Susceptible
287.33561,Susceptible
287.4308,Susceptible
287.27201,Resistant
287.908,Resistant
287.12731,Resistant
287.11766,Resistant
287.4566,Resistant
287.19473,Susceptible
287.33801,Susceptible
287.15744,Susceptible
287.7818,Susceptible
287.13704,Susceptible
287.26441,Resistant
287.12548,Resistant
287.33798,Susceptible
287.30254,Resistant
287.9175,Susceptible
287.12751,Resistant
287.32657,Susceptible
287.7028,Susceptible
287.12003,Susceptible
287.34093,Susceptible
287.34049,Susceptible
287.9243,Susceptible
287.33707,Susceptible
287.325,Susceptible
287.18668,Resistant
287.18441,Susceptible
287.28382,Susceptible
287.19557,Susceptible
287.29438,Resistant
287.32683,Resistant
287.29689,Susceptible
287.31438,Resistant
287.7659,Susceptible
287.24988,Susceptible
287.31399,Resistant
287.25218,Resistant
287.17059,Susceptible
287.3928,Resistant
287.14519,Susceptible
287.8003,Resistant
287.19642,Susceptible
287.33737,Susceptible
287.12005,Susceptible
287.7861,Susceptible
287.9343,Resistant
287.2702,Susceptible
287.11911,Susceptible
287.11535,Susceptible
287.3163,Susceptible
287.33736,Susceptible
287.5746,Resistant
287.18113,Resistant
287.1107,Susceptible
287.29392,Susceptible
287.31737,Resistant
287.29415,Resistant
287.9189,Susceptible
287.11747,Resistant
287.31157,Susceptible
287.31175,Resistant
287.19519,Resistant
287.8528,Resistant
287.30302,Resistant
287.19399,Susceptible
287.7337,Susceptible
287.12675,Resistant
287.17629,Resistant
287.8365,Susceptible
287.18485,Susceptible
287.111,Resistant
287.1685,Susceptible
287.17992,Susceptible
287.6862,Susceptible
287.34118,Susceptible
287.8368,Susceptible
287.857,Susceptible
287.17018,Resistant
287.29434,Susceptible
287.9132,Susceptible
287.12,Resistant
287.8548,Resistant
287.27021,Susceptible
287.18265,Resistant
287.7924,Susceptible
287.10392,Resistant
287.7364,Resistant
287.14766,Resistant
287.11546,Resistant
287.33609,Susceptible
287.7885,Susceptible
287.11138,Susceptible
287.569,Resistant
287.9412,Susceptible
287.7091,Susceptible
287.9385,Resistant
287.28479,Resistant
287.9606,Resistant
287.6373,Resistant
287.18412,Resistant
287.24694,Susceptible
287.1215,Resistant
287.7782,Resistant
287.25271,Resistant
287.8498,Susceptible
287.17019,Resistant
287.25882,Susceptible
287.18319,Susceptible
287.27194,Resistant
287.1098,Susceptible
287.2579,Susceptible
287.12584,Resistant
287.27028,Susceptible
287.24574,Resistant
287.17473,Susceptible
287.11903,Resistant
287.7852,Susceptible
287.26434,Susceptible
287.7604,Susceptible
287.9804,Susceptible
287.7605,Susceptible
287.17642,Susceptible
1158200.4,Susceptible
287.12447,Resistant
208964.934,Susceptible
287.12612,Resistant
287.6916,Susceptible
287.7502,Resistant
287.10431,Susceptible
287.6383,Susceptible
287.29804,Susceptible
287.785,Resistant
287.954,Resistant
287.10018,Susceptible
287.8399,Resistant
287.12839,Susceptible
287.25221,Susceptible
287.18332,Susceptible
287.27316,Resistant
287.6955,Susceptible
287.8377,Resistant
287.32577,Resistant
287.406,Resistant
287.9584,Susceptible
287.16828,Resistant
287.18328,Resistant
287.12089,Resistant
287.4468,Resistant
287.9032,Susceptible
287.13313,Susceptible
287.12516,Susceptible
287.14065,Resistant
287.17551,Susceptible
287.1654,Susceptible
287.16523,Resistant
287.26317,Susceptible
287.29727,Resistant
287.17939,Susceptible
287.31465,Resistant
287.122,Resistant
287.10572,Resistant
287.7049,Resistant
287.14071,Resistant
287.17829,Resistant
287.9062,Susceptible
287.4426,Susceptible
287.14408,Susceptible
287.9542,Resistant
287.16891,Susceptible
287.9052,Resistant
287.10419,Susceptible
287.10158,Susceptible
287.11572,Susceptible
287.7764,Resistant
287.9546,Susceptible
287.33598,Resistant
287.34145,Resistant
287.3121,Susceptible
287.8549,Resistant
287.14027,Susceptible
287.34393,Resistant
287.9495,Resistant
287.31674,Resistant
287.7619,Susceptible
287.14476,Susceptible
287.1782,Susceptible
287.33703,Susceptible
287.27205,Resistant
287.18355,Susceptible
287.7267,Susceptible
287.31625,Resistant
287.7893,Susceptible
287.18101,Resistant
287.1849,Susceptible
287.699,Susceptible
287.9796,Resistant
287.29794,Resistant
287.1166,Resistant
287.14448,Resistant
287.10442,Susceptible
287.8936,Susceptible
287.1479,Susceptible
287.16601,Resistant
287.6359,Susceptible
287.9099,Susceptible
287.689,Susceptible
287.18345,Resistant
287.17052,Resistant
287.16826,Resistant
287.12833,Resistant
287.2715,Resistant
287.9006,Resistant
287.7866,Resistant
287.17438,Susceptible
287.5699,Susceptible
287.25258,Resistant
287.9122,Resistant
287.32583,Susceptible
287.6393,Susceptible
287.25891,Susceptible
287.3933,Resistant
287.25227,Susceptible
287.12022,Susceptible
287.7096,Resistant
287.18327,Resistant
287.9157,Susceptible
287.1131,Resistant
287.34122,Susceptible
287.4461,Resistant
287.9323,Resistant
287.8918,Resistant
287.28409,Susceptible
287.2586,Susceptible
287.31142,Susceptible
287.11132,Resistant
1402550.3,Susceptible
287.8957,Resistant
287.17037,Susceptible
287.14823,Susceptible
287.33755,Resistant
287.11768,Resistant
287.7825,Susceptible
287.19429,Susceptible
287.27143,Susceptible
287.7855,Susceptible
287.25718,Susceptible
287.26072,Susceptible
287.6483,Resistant
287.14472,Susceptible
287.8053,Susceptible
287.3726,Susceptible
287.34061,Resistant
287.8415,Resistant
287.19571,Susceptible
287.3371,Susceptible
287.34296,Susceptible
287.3169,Resistant
287.15252,Resistant
287.2454,Resistant
287.11569,Resistant
287.29802,Resistant
287.6941,Susceptible
287.10426,Susceptible
287.34126,Susceptible
287.33014,Resistant
1402576.3,Susceptible
287.12525,Susceptible
287.3251,Resistant
287.18598,Susceptible
287.3254,Susceptible
208964.383,Susceptible
287.34369,Susceptible
287.6452,Susceptible
287.19364,Susceptible
287.12638,Resistant
287.30263,Resistant
1402546.3,Susceptible
287.27012,Susceptible
287.25868,Susceptible
287.5956,Susceptible
287.34321,Susceptible
287.14379,Susceptible
287.17953,Resistant
287.7805,Susceptible
287.12573,Resistant
287.26486,Resistant
287.26554,Susceptible
287.7961,Susceptible
287.3441,Susceptible
287.29395,Resistant
287.18374,Susceptible
287.6852,Susceptible
287.32999,Susceptible
287.408,Resistant
287.7781,Resistant
287.25965,Susceptible
287.11597,Susceptible
287.26309,Susceptible
287.18436,Susceptible
287.5957,Resistant
287.18454,Resistant
287.7474,Susceptible
287.4325,Resistant
287.14455,Resistant
287.24552,Susceptible
287.117,Susceptible
287.3727,Susceptible
287.14749,Susceptible
287.34362,Susceptible
287.6805,Resistant
287.7741,Susceptible
287.18063,Resistant
287.16527,Resistant
287.16912,Susceptible
287.7392,Susceptible
287.3374,Susceptible
287.733,Resistant
287.4422,Susceptible
287.16994,Resistant
287.27263,Resistant
287.26476,Resistant
287.8413,Susceptible
287.34322,Resistant
287.17536,Resistant
287.17457,Susceptible
287.24557,Resistant
287.5955,Susceptible
287.979,Resistant
287.32496,Resistant
287.12111,Susceptible
287.12725,Resistant
287.17868,Susceptible
287.24716,Susceptible
287.4368,Susceptible
287.7343,Susceptible
287.17689,Resistant
287.3412,Susceptible
287.26414,Resistant
287.1814,Susceptible
287.19467,Resistant
287.9231,Resistant
287.13713,Susceptible
287.14807,Susceptible
287.7289,Resistant
287.18129,Resistant
287.25784,Resistant
287.868,Susceptible
287.17898,Susceptible
287.29674,Resistant
287.18575,Susceptible
287.17701,Susceptible
287.31709,Susceptible
287.2977,Resistant
287.17634,Susceptible
287.27643,Resistant
287.9126,Susceptible
287.32998,Susceptible
287.15912,Resistant
287.24541,Resistant
287.7947,Susceptible
287.7599,Resistant
287.12626,Resistant
287.19401,Susceptible
287.17027,Susceptible
287.24576,Susceptible
287.33026,Susceptible
287.15249,Susceptible
287.15916,Susceptible
287.31166,Susceptible
287.19151,Resistant
287.24546,Resistant
